FunctionField(Polynomial([FunctionField(GF(13)) | [10, 4, 10, 3, 4, 11, 5, 9, 10, 8, 0, 2, 3], [5, 3, 9, 2, 9, 10, 4, 3, 6, 0, 8, 6], [2, 2, 6, 5, 3, 9, 11, 10, 6, 9, 6], [6, 4, 3, 8, 8, 0, 3, 11, 0, 7], [1, 2, 10, 0, 6, 0, 8, 9, 3], [3, 11, 9, 11, 0, 0, 6], [4, 0, 5, 3, 0, 4, 6], [2, 0, 11, 10, 3, 2], [6, 5, 8, 6, 11], [8, 0, 9, 2], [6, 3, 7], [0, 1], [1]]));13;11
FunctionField(Polynomial([FunctionField(GF(13)) | [10, 3, 11, 6, 10, 9, 12, 7, 7, 6, 11, 4, 2], [11, 5, 7, 1, 9, 4, 9, 2, 9, 9, 1, 10], [9, 4, 2, 2, 4, 4, 1, 2, 5, 5, 10], [0, 1, 1, 5, 4, 3, 9, 2, 0, 3], [2, 7, 11, 8, 11, 10, 8, 10, 5], [9, 9, 10, 2, 12, 0, 12, 7], [6, 11, 10, 1, 5, 11, 5], [8, 5, 9, 1, 4, 8], [9, 8, 9, 7, 10], [2, 11, 9, 6], [5, 11, 5], [1, 9], [1]]));13;11
FunctionField(Polynomial([FunctionField(GF(13)) | [9, 6, 10, 3, 10, 1, 8, 12, 11, 4, 1, 7, 1], [11, 4, 12, 11, 0, 6, 10, 5, 0, 9, 3, 10], [12, 3, 5, 7, 10, 4, 9, 10, 6, 9, 9], [9, 3, 5, 8, 6, 10, 3, 11, 9, 7], [0, 11, 8, 8, 1, 0, 5, 6, 8], [11, 11, 6, 8, 12, 5, 6, 10], [8, 2, 9, 11, 5, 1, 7], [2, 11, 6, 4, 6, 12], [9, 3, 3, 0, 8], [11, 3, 10, 6], [5, 3, 2], [8, 11], [1]]));13;11
FunctionField(Polynomial([FunctionField(GF(13)) | [12, 3, 10, 10, 4, 11, 10, 5, 0, 10, 12, 5, 12], [0, 1, 0, 5, 1, 10, 10, 5, 4, 0, 10, 11], [0, 9, 11, 3, 6, 3, 11, 7, 6, 10, 12], [2, 8, 11, 12, 11, 0, 2, 7, 3, 4], [12, 4, 10, 2, 9, 0, 1, 7, 1], [0, 10, 5, 6, 6, 10, 8, 11], [3, 4, 6, 2, 8, 3, 11], [11, 9, 4, 11, 2, 3], [11, 5, 8, 7], [0, 4, 9, 2], [0, 10, 6], [9, 8], [1]]));13;11
FunctionField(Polynomial([FunctionField(GF(13)) | [8, 6, 1, 11, 2, 12, 4, 5, 2, 1, 4, 10, 12], [7, 10, 9, 5, 2, 11, 9, 11, 11, 12, 12, 4], [9, 7, 4, 12, 6, 0, 0, 0, 8, 4, 11], [12, 4, 7, 2, 6, 0, 7, 4, 7, 5], [7, 2, 12, 9, 7, 10, 2, 7, 4], [1, 8, 0, 6, 1, 2, 8, 7], [0, 7, 3, 1, 10, 12, 6], [12, 2, 5, 9, 11, 6], [8, 8, 10, 0, 11], [5, 4, 4, 4], [12, 8, 10], [8, 3], [1]]));13;11
FunctionField(Polynomial([FunctionField(GF(13)) | [12, 12, 0, 9, 12, 3, 0, 3, 0, 6, 3, 3, 6], [5, 6, 4, 4, 11, 3, 11, 3, 9, 12, 5, 4], [2, 3, 3, 6, 0, 0, 10, 2, 1, 3, 5], [1, 0, 11, 6, 3, 5, 12, 0, 6, 9], [5, 9, 11, 7, 0, 12, 0, 10, 7], [5, 10, 1, 8, 12, 6, 10, 8], [8, 6, 11, 7, 4, 6, 11], [10, 6, 12, 3, 1, 2], [7, 6, 6, 7, 11], [12, 0, 12, 5], [7, 5, 12], [5, 4], [1]]));13;11
FunctionField(Polynomial([FunctionField(GF(13)) | [9, 11, 3, 1, 8, 5, 0, 12, 9, 5, 4, 3, 11], [7, 7, 12, 11, 3, 1, 4, 0, 11, 3, 11, 11], [8, 7, 12, 5, 0, 10, 0, 7, 5, 11, 11], [3, 8, 2, 0, 3, 5, 4, 12, 7, 2], [9, 8, 2, 5, 10, 7, 12, 8, 12], [8, 3, 11, 9, 6, 0, 4, 11], [11, 3, 4, 11, 4, 12, 8], [2, 3, 9, 3, 5, 11], [5, 10, 2, 4, 2], [2, 2, 4, 7], [3, 7, 11], [11, 10], [1]]));13;11
FunctionField(Polynomial([FunctionField(GF(13)) | [8, 0, 11, 3, 3, 1, 12, 5, 2, 8, 12, 0, 4], [0, 5, 4, 0, 7, 10, 1, 1, 10, 1, 10, 12], [4, 3, 4, 4, 12, 2, 7, 1, 1, 10, 3], [8, 9, 10, 12, 10, 6, 6, 11, 2, 4], [11, 7, 9, 8, 3, 11, 3, 11, 10], [2, 4, 1, 4, 12, 12, 0, 6], [6, 6, 1, 5, 7, 5, 11], [8, 10, 10, 11, 0, 11], [8, 6, 2, 4, 5], [5, 4, 5, 10], [0, 9, 3], [0, 9], [1]]));13;11
FunctionField(Polynomial([FunctionField(GF(13)) | [6, 4, 12, 2, 1, 0, 9, 11, 9, 1, 6, 5, 1], [9, 1, 9, 8, 6, 12, 4, 2, 2, 9, 3, 7], [4, 1, 11, 6, 8, 11, 0, 3, 4, 12, 6], [4, 1, 3, 2, 4, 9, 2, 8, 4, 7], [1, 6, 2, 4, 2, 2, 4, 2, 4], [2, 0, 11, 12, 1, 2, 11, 8], [11, 5, 10, 7, 1, 10, 8], [6, 8, 6, 4, 3, 11], [0, 5, 2, 2, 5], [2, 11, 2, 5], [11, 5, 5], [11, 1]]));13;11
FunctionField(Polynomial([FunctionField(GF(13)) | [9, 9, 9, 7, 4, 10, 4, 10, 5, 8, 5, 9, 12], [4, 4, 2, 0, 11, 5, 8, 4, 5, 6, 8, 7], [5, 2, 10, 6, 6, 1, 10, 8, 8, 0, 2], [11, 3, 4, 6, 10, 1, 1, 0, 9, 5], [0, 7, 9, 8, 1, 1, 7, 10, 1], [6, 8, 11, 2, 7, 10, 7, 11], [8, 5, 6, 2, 9, 8, 8], [9, 9, 9, 8, 9, 5], [12, 11, 12, 11, 3], [10, 9, 1, 5], [4, 5, 11], [5, 1]]));13;11
FunctionField(Polynomial([FunctionField(GF(13)) | [5, 11, 7, 8, 6, 2, 6, 0, 5, 9, 9, 0, 1], [9, 6, 5, 9, 0, 5, 2, 11, 6, 7, 3], [5, 5, 11, 8, 8, 10, 5, 5, 6, 0, 6], [12, 5, 6, 1, 2, 0, 0, 3, 11, 11], [3, 9, 3, 1, 9, 0, 7, 1, 9], [10, 9, 11, 12, 1, 2, 12, 2], [4, 10, 5, 9, 11, 8, 11], [12, 3, 12, 0, 8, 10], [7, 10, 12, 8, 1], [11, 5, 0, 4], [9, 5, 11], [8, 1]]));13;11
FunctionField(Polynomial([FunctionField(GF(2)) | [0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 1, 1], [1, 1, 1, 0, 0, 1, 1, 0, 1, 0, 1], [0, 1, 0, 0, 1, 0, 0, 0, 1], [0, 0, 0, 1, 1], [0, 1, 0, 1, 0, 1], [1, 0, 0, 1, 1, 0, 1], [1, 1, 0, 1, 0, 1], [0, 0, 1, 1], [1], [0, 1]]));2;12
FunctionField(Polynomial([FunctionField(GF(2)) | [1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1], [1, 0, 1, 1, 1, 0, 0, 1, 0, 1], [0, 1, 0, 0, 0, 1, 1, 0, 0, 1], [0, 0, 1, 0, 0, 1, 0, 1], [1, 1, 0, 0, 0, 1, 1, 1], [0, 0, 0, 1, 1, 1, 1], [1, 0, 0, 0, 1, 1], [0, 1, 1], [0, 1, 0, 1], [1, 0, 1]]));2;12
FunctionField(Polynomial([FunctionField(GF(2)) | [0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 1, 1], [1, 1, 1, 0, 0, 1, 1, 0, 1, 0, 1], [0, 1, 0, 0, 1, 0, 0, 0, 1], [0, 0, 0, 1, 1], [0, 1, 0, 1, 0, 1], [1, 0, 0, 1, 1, 0, 1], [1, 1, 0, 1, 0, 1], [0, 0, 1, 1], [1], [0, 1]]));2;12;Linear algebra;41331;5.900
FunctionField(Polynomial([FunctionField(GF(2)) | [0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 1, 1], [1, 1, 1, 0, 0, 1, 1, 0, 1, 0, 1], [0, 1, 0, 0, 1, 0, 0, 0, 1], [0, 0, 0, 1, 1], [0, 1, 0, 1, 0, 1], [1, 0, 0, 1, 1, 0, 1], [1, 1, 0, 1, 0, 1], [0, 0, 1, 1], [1], [0, 1]]));2;12;Original;41331;10.690
FunctionField(Polynomial([FunctionField(GF(2)) | [0, 1, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1], [1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1], [0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 1], [1, 0, 1, 0, 0, 0, 1, 0, 0, 1], [1, 1, 1, 0, 0, 0, 0, 1, 1], [1, 0, 1, 1, 1, 0, 1, 1], [1, 1, 1, 1, 1, 1], [1, 0, 0, 1, 0, 1], [1], [1, 1, 1]]));2;12
FunctionField(Polynomial([FunctionField(GF(2)) | [1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1], [1, 0, 1, 1, 1, 0, 0, 1, 0, 1], [0, 1, 0, 0, 0, 1, 1, 0, 0, 1], [0, 0, 1, 0, 0, 1, 0, 1], [1, 1, 0, 0, 0, 1, 1, 1], [0, 0, 0, 1, 1, 1, 1], [1, 0, 0, 0, 1, 1], [0, 1, 1], [0, 1, 0, 1], [1, 0, 1]]));2;12;Linear algebra;42574;12.800
FunctionField(Polynomial([FunctionField(GF(2)) | [1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1], [1, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1], [1, 1, 1, 1, 1, 1, 0, 0, 1, 1], [1, 0, 0, 1, 0, 0, 0, 1, 1, 1], [0, 1, 1, 0, 1, 1, 1, 0, 1], [0, 0, 1, 1, 1, 0, 0, 1], [0, 0, 0, 1, 1], [1, 0, 1, 0, 0, 1], [0, 0, 0, 1, 1], [0, 1, 0, 1], [1, 0, 1]]));2;12
FunctionField(Polynomial([FunctionField(GF(2)) | [1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1], [1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1], [1, 1, 1, 0, 0, 0, 0, 0, 1, 1], [0, 1, 0, 1, 0, 0, 1, 1], [0, 0, 1, 0, 0, 1, 1], [0, 1, 1, 0, 0, 1, 0, 1], [0, 0, 0, 1, 1, 0, 1], [0, 0, 0, 1, 1], [0, 0, 1, 0, 1], [1, 0, 1], [1, 0, 1]]));2;12
FunctionField(Polynomial([FunctionField(GF(2)) | [0, 1, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1], [1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1], [0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 1], [1, 0, 1, 0, 0, 0, 1, 0, 0, 1], [1, 1, 1, 0, 0, 0, 0, 1, 1], [1, 0, 1, 1, 1, 0, 1, 1], [1, 1, 1, 1, 1, 1], [1, 0, 0, 1, 0, 1], [1], [1, 1, 1]]));2;12;Linear algebra;40708;9.960
FunctionField(Polynomial([FunctionField(GF(2)) | [1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1], [1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1], [1, 1, 1, 0, 0, 0, 0, 0, 1, 1], [0, 1, 0, 1, 0, 0, 1, 1], [0, 0, 1, 0, 0, 1, 1], [0, 1, 1, 0, 0, 1, 0, 1], [0, 0, 0, 1, 1, 0, 1], [0, 0, 0, 1, 1], [0, 0, 1, 0, 1], [1, 0, 1], [1, 0, 1]]));2;12;Linear algebra;1375;6.740
FunctionField(Polynomial([FunctionField(GF(2)) | [1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1], [1, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1], [1, 1, 1, 1, 1, 1, 0, 0, 1, 1], [1, 0, 0, 1, 0, 0, 0, 1, 1, 1], [0, 1, 1, 0, 1, 1, 1, 0, 1], [0, 0, 1, 1, 1, 0, 0, 1], [0, 0, 0, 1, 1], [1, 0, 1, 0, 0, 1], [0, 0, 0, 1, 1], [0, 1, 0, 1], [1, 0, 1]]));2;12;Linear algebra;9526;11.810
FunctionField(Polynomial([FunctionField(GF(2)) | [1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1], [1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1], [1, 1, 1, 0, 0, 0, 0, 0, 1, 1], [0, 1, 0, 1, 0, 0, 1, 1], [0, 0, 1, 0, 0, 1, 1], [0, 1, 1, 0, 0, 1, 0, 1], [0, 0, 0, 1, 1, 0, 1], [0, 0, 0, 1, 1], [0, 0, 1, 0, 1], [1, 0, 1], [1, 0, 1]]));2;12;Original;1375;6.650
FunctionField(Polynomial([FunctionField(GF(2)) | [0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1], [0, 1, 0, 1, 1, 1], [0, 1, 0, 1, 0, 0, 0, 0, 1], [0, 1, 0, 1, 0, 1, 1, 1], [1, 0, 1, 1, 0, 0, 1, 1], [0, 1, 1, 0, 0, 1], [1, 1, 1], [1, 1], [0, 1, 1, 1], [0, 1], [1, 1]]));2;12
FunctionField(Polynomial([FunctionField(GF(2)) | [1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1], [1, 0, 1, 1, 1, 0, 0, 1, 0, 1], [0, 1, 0, 0, 0, 1, 1, 0, 0, 1], [0, 0, 1, 0, 0, 1, 0, 1], [1, 1, 0, 0, 0, 1, 1, 1], [0, 0, 0, 1, 1, 1, 1], [1, 0, 0, 0, 1, 1], [0, 1, 1], [0, 1, 0, 1], [1, 0, 1]]));2;12;Original;42574;22.240
FunctionField(Polynomial([FunctionField(GF(2)) | [1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1], [1, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1], [1, 1, 1, 1, 1, 1, 0, 0, 1, 1], [1, 0, 0, 1, 0, 0, 0, 1, 1, 1], [0, 1, 1, 0, 1, 1, 1, 0, 1], [0, 0, 1, 1, 1, 0, 0, 1], [0, 0, 0, 1, 1], [1, 0, 1, 0, 0, 1], [0, 0, 0, 1, 1], [0, 1, 0, 1], [1, 0, 1]]));2;12;Original;9526;9.700
FunctionField(Polynomial([FunctionField(GF(2)) | [1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1], [0, 1, 0, 1, 0, 1, 1, 1, 1, 1], [0, 0, 0, 1, 1, 0, 0, 1], [0, 1, 1, 1, 1, 0, 1, 1, 1], [0, 0, 0, 1, 1, 1, 1, 1], [1, 1, 0, 0, 1, 1, 1], [0, 0, 0, 1], [1, 0, 0, 0, 1], [1, 1], [1, 1, 1], [1]]));2;12
FunctionField(Polynomial([FunctionField(GF(2)) | [1, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1], [0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 1], [1, 0, 1, 1, 1, 0, 0, 1, 1], [0, 1, 1, 0, 1, 1, 1, 1, 1], [0, 1, 1, 1, 0, 1, 1], [1, 1, 0, 1, 1], [1, 1, 1, 0, 1, 1], [0, 1, 0, 0, 1], [1, 1, 0, 1]]));2;12
FunctionField(Polynomial([FunctionField(GF(2)) | [0, 1, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1], [1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1], [0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 1], [1, 0, 1, 0, 0, 0, 1, 0, 0, 1], [1, 1, 1, 0, 0, 0, 0, 1, 1], [1, 0, 1, 1, 1, 0, 1, 1], [1, 1, 1, 1, 1, 1], [1, 0, 0, 1, 0, 1], [1], [1, 1, 1]]));2;12;Original;40708;18.360
FunctionField(Polynomial([FunctionField(GF(2)) | [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1], [1, 1, 1, 1, 0, 1, 0, 0, 0, 1], [1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1], [0, 1, 1, 0, 1, 0, 1, 1, 1], [0, 0, 0, 1, 0, 0, 1, 0, 1], [0, 0, 1, 0, 0, 0, 1], [1, 1, 1], [0, 0, 0, 1, 1], [1, 1, 0, 1, 1], [1, 0, 1]]));2;12
FunctionField(Polynomial([FunctionField(GF(2)) | [1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1], [0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1], [1, 0, 1, 0, 0, 0, 0, 1, 0, 1], [1, 0, 1, 0, 0, 0, 0, 1], [0, 0, 1, 1, 1, 0, 1, 1], [0, 1, 0, 1, 0, 1, 1], [1, 1, 1, 0, 0, 1], [0, 0, 0, 0, 1], [1, 1, 1], [1, 0, 1], [1, 1], [1]]));2;12
FunctionField(Polynomial([FunctionField(GF(2)) | [1, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1], [0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 1], [1, 0, 1, 1, 1, 0, 0, 1, 1], [0, 1, 1, 0, 1, 1, 1, 1, 1], [0, 1, 1, 1, 0, 1, 1], [1, 1, 0, 1, 1], [1, 1, 1, 0, 1, 1], [0, 1, 0, 0, 1], [1, 1, 0, 1]]));2;12;Linear algebra;3460;10.190
FunctionField(Polynomial([FunctionField(GF(2)) | [1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1], [0, 1, 0, 1, 0, 1, 1, 1, 1, 1], [0, 0, 0, 1, 1, 0, 0, 1], [0, 1, 1, 1, 1, 0, 1, 1, 1], [0, 0, 0, 1, 1, 1, 1, 1], [1, 1, 0, 0, 1, 1, 1], [0, 0, 0, 1], [1, 0, 0, 0, 1], [1, 1], [1, 1, 1], [1]]));2;12;Linear algebra;67403;13.530
FunctionField(Polynomial([FunctionField(GF(2)) | [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1], [1, 1, 1, 1, 0, 1, 0, 0, 0, 1], [1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1], [0, 1, 1, 0, 1, 0, 1, 1, 1], [0, 0, 0, 1, 0, 0, 1, 0, 1], [0, 0, 1, 0, 0, 0, 1], [1, 1, 1], [0, 0, 0, 1, 1], [1, 1, 0, 1, 1], [1, 0, 1]]));2;12;Linear algebra;8945;10.620
FunctionField(Polynomial([FunctionField(GF(2)) | [0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1], [0, 1, 0, 1, 1, 1], [0, 1, 0, 1, 0, 0, 0, 0, 1], [0, 1, 0, 1, 0, 1, 1, 1], [1, 0, 1, 1, 0, 0, 1, 1], [0, 1, 1, 0, 0, 1], [1, 1, 1], [1, 1], [0, 1, 1, 1], [0, 1], [1, 1]]));2;12;Linear algebra;95624;24.630
FunctionField(Polynomial([FunctionField(GF(2)) | [1, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1], [0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 1], [1, 0, 1, 1, 1, 0, 0, 1, 1], [0, 1, 1, 0, 1, 1, 1, 1, 1], [0, 1, 1, 1, 0, 1, 1], [1, 1, 0, 1, 1], [1, 1, 1, 0, 1, 1], [0, 1, 0, 0, 1], [1, 1, 0, 1]]));2;12;Original;3460;9.780
FunctionField(Polynomial([FunctionField(GF(2)) | [1, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1], [1, 0, 0, 1, 0, 1, 0, 1, 1], [0, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1], [0, 0, 1, 0, 1, 1, 0, 1, 1, 1], [1, 1, 0, 1, 1, 1, 1], [1, 0, 1, 0, 0, 0, 0, 1], [1], [1, 1, 0, 1, 1], [0, 1, 1, 1], [1, 1], [1, 0, 1], [1, 1]]));2;12
FunctionField(Polynomial([FunctionField(GF(2)) | [1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1], [0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1], [1, 0, 1, 0, 0, 0, 0, 1, 0, 1], [1, 0, 1, 0, 0, 0, 0, 1], [0, 0, 1, 1, 1, 0, 1, 1], [0, 1, 0, 1, 0, 1, 1], [1, 1, 1, 0, 0, 1], [0, 0, 0, 0, 1], [1, 1, 1], [1, 0, 1], [1, 1], [1]]));2;12;Linear algebra;5894;15.220
FunctionField(Polynomial([FunctionField(GF(2)) | [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1], [1, 1, 1, 1, 0, 1, 0, 0, 0, 1], [1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1], [0, 1, 1, 0, 1, 0, 1, 1, 1], [0, 0, 0, 1, 0, 0, 1, 0, 1], [0, 0, 1, 0, 0, 0, 1], [1, 1, 1], [0, 0, 0, 1, 1], [1, 1, 0, 1, 1], [1, 0, 1]]));2;12;Original;8945;9.010
FunctionField(Polynomial([FunctionField(GF(2)) | [1, 1, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1], [1, 0, 0, 1, 1, 1, 1, 0, 1, 1], [1, 1, 1, 1, 1, 1, 1, 1], [1, 1, 0, 0, 0, 0, 0, 1], [1, 0, 1, 1, 0, 0, 1], [0, 1, 1, 0, 1, 0, 1], [1, 1, 1, 1, 1], [0, 0, 1, 1, 1], [1, 0, 1, 1], 0, [1, 1]]));2;12
FunctionField(Polynomial([FunctionField(GF(2)) | [1, 1, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1], [1, 0, 0, 1, 1, 1, 1, 0, 1, 1], [1, 1, 1, 1, 1, 1, 1, 1], [1, 1, 0, 0, 0, 0, 0, 1], [1, 0, 1, 1, 0, 0, 1], [0, 1, 1, 0, 1, 0, 1], [1, 1, 1, 1, 1], [0, 0, 1, 1, 1], [1, 0, 1, 1], 0, [1, 1]]));2;12;Linear algebra;2847;5.670
FunctionField(Polynomial([FunctionField(GF(2)) | [1, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1], [1, 0, 0, 1, 0, 1, 0, 1, 1], [0, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1], [0, 0, 1, 0, 1, 1, 0, 1, 1, 1], [1, 1, 0, 1, 1, 1, 1], [1, 0, 1, 0, 0, 0, 0, 1], [1], [1, 1, 0, 1, 1], [0, 1, 1, 1], [1, 1], [1, 0, 1], [1, 1]]));2;12;Linear algebra;4949;11.750
FunctionField(Polynomial([FunctionField(GF(2)) | [1, 1, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1], [1, 0, 0, 1, 1, 1, 1, 0, 1, 1], [1, 1, 1, 1, 1, 1, 1, 1], [1, 1, 0, 0, 0, 0, 0, 1], [1, 0, 1, 1, 0, 0, 1], [0, 1, 1, 0, 1, 0, 1], [1, 1, 1, 1, 1], [0, 0, 1, 1, 1], [1, 0, 1, 1], 0, [1, 1]]));2;12;Original;2847;5.280
FunctionField(Polynomial([FunctionField(GF(2)) | [1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1], [0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1], [1, 0, 1, 0, 0, 0, 0, 1, 0, 1], [1, 0, 1, 0, 0, 0, 0, 1], [0, 0, 1, 1, 1, 0, 1, 1], [0, 1, 0, 1, 0, 1, 1], [1, 1, 1, 0, 0, 1], [0, 0, 0, 0, 1], [1, 1, 1], [1, 0, 1], [1, 1], [1]]));2;12;Original;5894;12.940
FunctionField(Polynomial([FunctionField(GF(2)) | [0, 1, 1, 1, 0, 0, 1, 0, 1, 0, 0, 1, 1], [1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1], [1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1], [0, 1, 1, 1, 1, 1, 0, 1, 0, 1], [1, 1, 0, 0, 0, 1, 0, 0, 1], [0, 0, 0, 0, 0, 1], [1, 0, 1, 0, 1, 0, 1], [1, 0, 1, 1, 0, 1], [1], [0, 1, 1, 1], [1], [1, 1]]));2;12
FunctionField(Polynomial([FunctionField(GF(2)) | [1, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1], [0, 0, 1, 0, 0, 1, 1], [1, 1, 0, 1, 0, 1, 0, 1], [0, 0, 0, 0, 1, 0, 0, 1, 1], [0, 0, 1], [0, 1, 1, 1, 1, 1], [0, 0, 0, 1], [0, 1, 0, 1], [1, 1], [0, 1], [0, 1]]));2;12
FunctionField(Polynomial([FunctionField(GF(2)) | [1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1], [0, 1, 0, 1, 0, 1, 1, 1, 1, 1], [0, 0, 0, 1, 1, 0, 0, 1], [0, 1, 1, 1, 1, 0, 1, 1, 1], [0, 0, 0, 1, 1, 1, 1, 1], [1, 1, 0, 0, 1, 1, 1], [0, 0, 0, 1], [1, 0, 0, 0, 1], [1, 1], [1, 1, 1], [1]]));2;12;Original;67403;24.900
FunctionField(Polynomial([FunctionField(GF(2)) | [1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 0, 1], [1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1], [0, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1], [1, 0, 1, 1, 0, 0, 1, 1, 1], [1, 0, 1], [1, 1, 1, 1, 1, 1, 1], [0, 1, 0, 0, 1, 1], [0, 0, 0, 1, 1, 1], 0, [1, 0, 0, 1]]));2;12
FunctionField(Polynomial([FunctionField(GF(2)) | [0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1], [0, 1, 0, 1, 1, 1], [0, 1, 0, 1, 0, 0, 0, 0, 1], [0, 1, 0, 1, 0, 1, 1, 1], [1, 0, 1, 1, 0, 0, 1, 1], [0, 1, 1, 0, 0, 1], [1, 1, 1], [1, 1], [0, 1, 1, 1], [0, 1], [1, 1]]));2;12;Original;95624;21.020
FunctionField(Polynomial([FunctionField(GF(2)) | [1, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1], [0, 0, 1, 0, 0, 1, 1], [1, 1, 0, 1, 0, 1, 0, 1], [0, 0, 0, 0, 1, 0, 0, 1, 1], [0, 0, 1], [0, 1, 1, 1, 1, 1], [0, 0, 0, 1], [0, 1, 0, 1], [1, 1], [0, 1], [0, 1]]));2;12;Linear algebra;2370;3.590
FunctionField(Polynomial([FunctionField(GF(2)) | [1, 0, 0, 0, 1, 0, 1, 1, 1, 0, 1, 1], [0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1], [0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 1], [0, 0, 1, 1, 0, 1, 0, 0, 1], [1, 0, 0, 0, 1, 0, 1, 1], [1, 0, 1, 1, 1, 1, 0, 1], [1, 1, 0, 1], [1, 1, 1, 1, 1, 1], [1, 1, 1], [1]]));2;12
FunctionField(Polynomial([FunctionField(GF(2)) | [1, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1], [1, 0, 0, 1, 0, 1, 0, 1, 1], [0, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1], [0, 0, 1, 0, 1, 1, 0, 1, 1, 1], [1, 1, 0, 1, 1, 1, 1], [1, 0, 1, 0, 0, 0, 0, 1], [1], [1, 1, 0, 1, 1], [0, 1, 1, 1], [1, 1], [1, 0, 1], [1, 1]]));2;12;Original;4949;9.420
FunctionField(Polynomial([FunctionField(GF(2)) | [1, 1, 1, 1, 0, 1, 0, 0, 1, 0, 1, 1], [0, 0, 0, 1, 1, 1, 0, 1, 1, 1], [0, 0, 1, 0, 0, 0, 0, 0, 1], [0, 1, 1, 1, 1, 1, 1], [0, 1, 0, 1, 1, 1], [1, 1, 1, 0, 0, 1], [0, 1, 1, 0, 1, 1], [0, 0, 1, 1], [1], 0, [0, 1]]));2;12
