FunctionField(Polynomial([PolynomialRing(GF(3)) | [1, 0, 2, 0, 1, 0, 1], [0, 2, 1, 2, 2], [1, 2, 1], [2, 0, 1, 1], [2, 0, 2], [0, 1]]));3;6;4;Linear algebra;3;26;141;0.010;0.140;0.010;false
FunctionField(Polynomial([PolynomialRing(GF(3)) | [2, 0, 1, 1, 2, 1, 2], [1, 1, 1, 2, 0, 2], [2, 1, 1, 1, 1], [1, 1, 2, 2], [2, 2, 2], [0, 1]]));3;6;4;Linear algebra;3;14;63;0.010;0.120;0.000;false
FunctionField(Polynomial([PolynomialRing(GF(3)) | [2, 0, 1, 1, 2, 1, 2], [1, 1, 1, 2, 0, 2], [2, 1, 1, 1, 1], [1, 1, 2, 2], [2, 2, 2], [0, 1]]));3;6;4;Hess;3;14;63;0.000;0;0.160;false
FunctionField(Polynomial([PolynomialRing(GF(3)) | [1, 0, 2, 0, 1, 0, 1], [0, 2, 1, 2, 2], [1, 2, 1], [2, 0, 1, 1], [2, 0, 2], [0, 1]]));3;6;4;Hess;3;26;141;0.000;0;0.270;false
FunctionField(Polynomial([PolynomialRing(GF(3)) | [2, 1, 0, 2, 2, 1, 1], [1, 2, 1, 1, 0, 2], [0, 0, 1, 2, 2], [1, 1, 0, 1], [2, 2], [], [1]]));3;6;4;Linear algebra;3;17;72;0.020;0.130;0.010;false
FunctionField(Polynomial([PolynomialRing(GF(3)) | [2, 1, 0, 2, 2, 1, 1], [1, 2, 1, 1, 0, 2], [0, 0, 1, 2, 2], [1, 1, 0, 1], [2, 2], [], [1]]));3;6;4;Hess;3;17;72;0.000;0;0.190;false
FunctionField(Polynomial([PolynomialRing(GF(89)) | [58, 84, 35, 42, 53, 67], [16, 10, 14, 76, 31], [38, 10, 20, 31], [9, 40, 38], [32, 15], [1]]));89;4;3;Hess;2;3984;4370;0.010;0;9.990;true
FunctionField(Polynomial([PolynomialRing(GF(3)) | [1, 0, 0, 2, 2, 0, 2], [1, 1, 2, 0, 0, 1], [1, 1, 0, 0, 1], [0, 2, 2, 1], [0, 2, 1], [2, 1]]));3;6;4;Linear algebra;3;14;72;0.020;0.100;0.010;false
FunctionField(Polynomial([PolynomialRing(GF(3)) | [1, 0, 0, 2, 2, 0, 2], [1, 1, 2, 0, 0, 1], [1, 1, 0, 0, 1], [0, 2, 2, 1], [0, 2, 1], [2, 1]]));3;6;4;Hess;3;14;72;0.000;0;0.160;false
FunctionField(Polynomial([PolynomialRing(GF(89)) | [82, 67, 32, 17, 61, 77], [8, 31, 23, 5, 21], [57, 46, 33, 29], [2, 57, 37], [6, 55], [1]]));89;4;3;Hess;2;4067;4545;0.010;0;9.980;true
FunctionField(Polynomial([PolynomialRing(GF(7)) | [5, 0, 1, 6, 1, 3, 2], [6, 3, 0, 4, 4, 1], [2, 6, 6, 4, 1], [1, 0, 4, 1], [6, 0, 1], [4, 1]]));7;6;4;Linear algebra;3;156;2074;0.130;0.820;0.050;false
FunctionField(Polynomial([PolynomialRing(GF(7)) | [5, 1, 1, 2, 6, 6, 6], [6, 5, 4, 5, 2, 4], [1, 2, 2, 5, 5], [2, 5, 0, 6], [0, 3], [4, 3], [1]]));7;6;4;Linear algebra;3;135;1245;0.210;0.780;0.030;false
FunctionField(Polynomial([PolynomialRing(GF(7)) | [6, 0, 0, 6, 2, 5, 2], [0, 2, 5, 2, 1, 4], [0, 2, 4, 5, 1], [3, 0, 5, 4], [1, 1]]));7;6;4;Linear algebra;3;137;1729;0.080;0.570;0.040;false
FunctionField(Polynomial([PolynomialRing(GF(7)) | [0, 5, 0, 2, 0, 6, 3], [5, 0, 6, 2, 1, 1], [1, 1, 0, 5, 5], [0, 3, 4, 5], [2, 3], [3, 6], [1]]));7;6;4;Linear algebra;3;163;1995;0.170;0.890;0.030;false
FunctionField(Polynomial([PolynomialRing(GF(7)) | [0, 3, 6, 5, 1, 4, 3], [5, 4, 0, 0, 0, 5], [0, 6, 0, 5, 3], [1, 6, 5, 3], [4, 3, 3], [4, 6], [1]]));7;6;4;Linear algebra;3;147;1060;0.190;0.890;0.030;false
FunctionField(Polynomial([PolynomialRing(GF(7)) | [6, 0, 0, 6, 2, 5, 2], [0, 2, 5, 2, 1, 4], [0, 2, 4, 5, 1], [3, 0, 5, 4], [1, 1]]));7;6;4;Hess;3;137;1729;0.000;0;3.270;false
FunctionField(Polynomial([PolynomialRing(GF(7)) | [5, 1, 1, 2, 6, 6, 6], [6, 5, 4, 5, 2, 4], [1, 2, 2, 5, 5], [2, 5, 0, 6], [0, 3], [4, 3], [1]]));7;6;4;Hess;3;135;1245;0.000;0;3.620;false
FunctionField(Polynomial([PolynomialRing(GF(7)) | [0, 3, 6, 5, 1, 4, 3], [5, 4, 0, 0, 0, 5], [0, 6, 0, 5, 3], [1, 6, 5, 3], [4, 3, 3], [4, 6], [1]]));7;6;4;Hess;3;147;1060;0.000;0;3.000;false
FunctionField(Polynomial([PolynomialRing(GF(7)) | [5, 0, 1, 6, 1, 3, 2], [6, 3, 0, 4, 4, 1], [2, 6, 6, 4, 1], [1, 0, 4, 1], [6, 0, 1], [4, 1]]));7;6;4;Hess;3;156;2074;0.000;0;4.450;false
FunctionField(Polynomial([PolynomialRing(GF(7)) | [0, 5, 0, 2, 0, 6, 3], [5, 0, 6, 2, 1, 1], [1, 1, 0, 5, 5], [0, 3, 4, 5], [2, 3], [3, 6], [1]]));7;6;4;Hess;3;163;1995;0.000;0;7.120;false
FunctionField(Polynomial([PolynomialRing(GF(13)) | [10, 8, 6, 3, 9, 1, 5], [0, 6, 10, 10, 2, 4], [10, 6, 6, 6, 1], [2, 2, 12, 6], [9, 6, 7], [9, 1]]));13;6;4;Linear algebra;3;822;20608;0.950;3.300;0.380;false
FunctionField(Polynomial([PolynomialRing(GF(13)) | [7, 6, 3, 8, 6, 1, 3], [2, 8, 10, 10, 12], [5, 6, 7, 2, 1], [1, 7, 4, 1], [3, 1, 5], [11, 1], [1]]));13;6;4;Linear algebra;3;862;12565;1.320;4.630;0.240;false
